Product ID,Type,Failure Type,Torque _Nm_,Tool wear _min_,Air temperature _K_,Process temperature _K_,Rotational speed _rpm_,risk_score,risk_classification,highest_wear_machine,avg_air_Temp,avg_process_temp,avg_rotational_speed,total_tool_wear,avg_torque,highest_failure_per_product_id,worst_machine_types
H37401,H,No Failure,40.3,117,301.0,312.2,1489,0,Low Risk,117,301.0,312.2,1489.0,117,40.3,8895,222
H37390,H,No Failure,47.8,90,301.2,312.4,1395,0,Low Risk,90,301.2,312.4,1395.0,90,47.8,8896,223
H37374,H,No Failure,42.6,52,301.1,312.2,1491,0,Low Risk,52,301.1,312.2,1491.0,52,42.6,8897,224
H37371,H,No Failure,16.5,43,300.9,311.9,2140,1,Low Risk,43,300.9,311.9,2140.0,43,16.5,8898,225
H37370,H,No Failure,38.0,38,300.9,311.9,1513,0,Low Risk,38,300.9,311.9,1513.0,38,38.0,8899,226
H37338,H,No Failure,46.5,186,300.7,311.9,1389,1,Low Risk,186,300.7,311.9,1389.0,186,46.5,8900,227
H37329,H,No Failure,35.1,164,300.8,312.1,1527,1,Low Risk,164,300.8,312.1,1527.0,164,35.1,8901,228
H37328,H,No Failure,43.1,159,300.7,312.1,1490,1,Low Risk,159,300.7,312.1,1490.0,159,43.1,8902,229
H37297,H,No Failure,45.4,86,300.7,312.3,1446,0,Low Risk,86,300.7,312.3,1446.0,86,45.4,8903,230
H37296,H,No Failure,27.3,81,300.7,312.3,1670,1,Low Risk,81,300.7,312.3,1670.0,81,27.3,8904,231
H37294,H,No Failure,47.2,74,300.7,312.4,1457,0,Low Risk,74,300.7,312.4,1457.0,74,47.2,8905,232
H37290,H,No Failure,49.0,62,300.7,312.2,1335,0,Low Risk,62,300.7,312.2,1335.0,62,49.0,8906,233
H37282,H,Random Failures,46.7,41,300.4,311.9,1438,0,Low Risk,41,300.4,311.9,1438.0,41,46.7,15,234
H37262,H,No Failure,37.7,217,300.2,311.6,1547,1,Low Risk,217,300.2,311.6,1547.0,217,37.7,8907,235
H37244,H,No Failure,35.8,175,299.9,311.2,1495,1,Low Risk,175,299.9,311.2,1495.0,175,35.8,8908,236
H37236,H,No Failure,41.8,153,299.9,311.3,1413,1,Low Risk,153,299.9,311.3,1413.0,153,41.8,8909,237
H37231,H,No Failure,25.4,139,299.8,311.3,1785,1,Low Risk,139,299.8,311.3,1785.0,139,25.4,8910,238
H37209,H,No Failure,29.6,85,300.1,311.6,1674,1,Low Risk,85,300.1,311.6,1674.0,85,29.6,8911,239
H37206,H,No Failure,40.4,75,300.1,311.4,1485,0,Low Risk,75,300.1,311.4,1485.0,75,40.4,8912,240
H37186,H,No Failure,41.0,29,300.3,311.5,1464,0,Low Risk,29,300.3,311.5,1464.0,29,41.0,8913,241
H37181,H,No Failure,54.6,15,300.2,311.4,1319,1,Low Risk,15,300.2,311.4,1319.0,15,54.6,8914,242
H37179,H,No Failure,56.2,8,300.3,311.6,1427,1,Low Risk,8,300.3,311.6,1427.0,8,56.2,8915,243
H37175,H,No Failure,30.8,203,300.4,311.6,1715,2,Low Risk,203,300.4,311.6,1715.0,203,30.8,8916,244
H37150,H,No Failure,46.9,138,300.6,312.1,1354,0,Low Risk,138,300.6,312.1,1354.0,138,46.9,8917,245
H37143,H,No Failure,59.2,121,300.7,311.9,1329,1,Low Risk,121,300.7,311.9,1329.0,121,59.2,8918,246
H37134,H,No Failure,41.7,97,300.5,311.6,1476,0,Low Risk,97,300.5,311.6,1476.0,97,41.7,8919,247
H37133,H,No Failure,33.3,92,300.6,311.7,1535,0,Low Risk,92,300.6,311.7,1535.0,92,33.3,8920,248
H37132,H,No Failure,44.6,87,300.6,311.7,1427,0,Low Risk,87,300.6,311.7,1427.0,87,44.6,8921,249
H37121,H,No Failure,27.5,59,300.5,311.4,1679,1,Low Risk,59,300.5,311.4,1679.0,59,27.5,8922,250
H37117,H,No Failure,23.6,47,300.7,311.7,1864,1,Low Risk,47,300.7,311.7,1864.0,47,23.6,8923,251
H37115,H,No Failure,38.7,39,300.8,311.7,1468,0,Low Risk,39,300.8,311.7,1468.0,39,38.7,8924,252
H37110,H,No Failure,60.2,24,300.6,311.5,1282,1,Low Risk,24,300.6,311.5,1282.0,24,60.2,8925,253
H37108,H,No Failure,36.7,17,300.6,311.7,1500,0,Low Risk,17,300.6,311.7,1500.0,17,36.7,8926,254
H37106,H,No Failure,36.2,10,300.5,311.6,1506,0,Low Risk,10,300.5,311.6,1506.0,10,36.2,8927,255
H37078,H,No Failure,50.3,175,300.5,311.7,1454,2,Medium Risk,175,300.5,311.7,1454.0,175,50.3,8928,256
H37063,H,No Failure,29.0,137,300.4,311.5,1662,1,Low Risk,137,300.4,311.5,1662.0,137,29.0,8929,257
H37057,H,No Failure,50.7,122,300.4,311.4,1427,1,Low Risk,122,300.4,311.4,1427.0,122,50.7,8930,258
H37051,H,No Failure,52.4,105,300.4,311.4,1445,1,Low Risk,105,300.4,311.4,1445.0,105,52.4,8931,259
H37040,H,No Failure,53.5,78,300.5,311.6,1351,1,Low Risk,78,300.5,311.6,1351.0,78,53.5,8932,260
H37019,H,No Failure,20.3,26,300.4,311.3,2026,1,Low Risk,26,300.4,311.3,2026.0,26,20.3,8933,261
H37009,H,No Failure,45.2,2,300.5,311.2,1397,0,Low Risk,2,300.5,311.2,1397.0,2,45.2,8934,262
H36996,H,No Failure,45.3,180,300.4,311.2,1489,1,Low Risk,180,300.4,311.2,1489.0,180,45.3,8935,263
H36984,H,No Failure,27.5,151,300.2,311.0,1777,2,Low Risk,151,300.2,311.0,1777.0,151,27.5,8936,264
H36960,H,No Failure,42.8,88,300.2,311.5,1454,0,Low Risk,88,300.2,311.5,1454.0,88,42.8,8937,265
H36945,H,No Failure,56.7,50,300.1,311.4,1377,1,Low Risk,50,300.1,311.4,1377.0,50,56.7,8938,266
H36939,H,No Failure,49.1,33,300.1,311.5,1383,0,Low Risk,33,300.1,311.5,1383.0,33,49.1,8939,267
H36916,H,No Failure,29.9,193,300.3,311.7,1655,2,Low Risk,193,300.3,311.7,1655.0,193,29.9,8940,268
H36895,H,No Failure,36.1,141,300.2,311.4,1506,0,Low Risk,141,300.2,311.4,1506.0,141,36.1,8941,269
H36889,H,No Failure,53.4,123,300.3,311.6,1339,1,Low Risk,123,300.3,311.6,1339.0,123,53.4,8942,270
H36881,H,No Failure,41.6,102,300.3,311.6,1463,0,Low Risk,102,300.3,311.6,1463.0,102,41.6,8943,271
H36880,H,No Failure,23.6,97,300.3,311.6,1801,1,Low Risk,97,300.3,311.6,1801.0,97,23.6,8944,272
H36877,H,No Failure,46.9,87,300.1,311.4,1518,0,Low Risk,87,300.1,311.4,1518.0,87,46.9,8945,273
H36867,H,No Failure,47.7,61,300.3,311.7,1432,0,Low Risk,61,300.3,311.7,1432.0,61,47.7,8946,274
H36857,H,No Failure,37.9,37,300.1,311.6,1589,0,Low Risk,37,300.1,311.6,1589.0,37,37.9,8947,275
H36821,H,No Failure,47.2,168,299.8,310.9,1427,1,Low Risk,168,299.8,310.9,1427.0,168,47.2,8948,276
H36801,H,No Failure,44.6,116,299.8,310.6,1423,0,Low Risk,116,299.8,310.6,1423.0,116,44.6,8949,277
H36780,H,No Failure,36.8,62,299.6,310.1,1531,0,Low Risk,62,299.6,310.1,1531.0,62,36.8,8950,278
H36762,H,No Failure,40.4,19,299.7,310.3,1462,0,Low Risk,19,299.7,310.3,1462.0,19,40.4,8951,279
H36750,H,No Failure,42.8,208,299.9,310.5,1549,1,Low Risk,208,299.9,310.5,1549.0,208,42.8,8952,280
H36744,H,No Failure,36.6,191,299.8,310.2,1537,1,Low Risk,191,299.8,310.2,1537.0,191,36.6,8953,281
H36736,H,No Failure,33.3,168,299.8,310.2,1573,1,Low Risk,168,299.8,310.2,1573.0,168,33.3,8954,282
H36734,H,No Failure,49.7,161,299.8,310.2,1411,1,Low Risk,161,299.8,310.2,1411.0,161,49.7,8955,283
H36732,H,No Failure,43.9,154,299.9,310.3,1535,1,Low Risk,154,299.9,310.3,1535.0,154,43.9,8956,284
H36725,H,No Failure,36.7,137,300.0,310.5,1558,0,Low Risk,137,300.0,310.5,1558.0,137,36.7,8957,285
H36710,H,No Failure,21.9,102,300.0,310.4,1881,1,Low Risk,102,300.0,310.4,1881.0,102,21.9,8958,286
H36692,H,No Failure,28.7,55,300.0,310.1,1714,1,Low Risk,55,300.0,310.1,1714.0,55,28.7,8959,287
H36670,H,No Failure,42.5,0,300.2,310.3,1408,0,Low Risk,0,300.2,310.3,1408.0,0,42.5,8960,288
H36666,H,No Failure,42.9,212,300.2,310.4,1501,1,Low Risk,212,300.2,310.4,1501.0,212,42.9,8961,289
H36656,H,No Failure,51.4,185,299.9,310.1,1447,2,Medium Risk,185,299.9,310.1,1447.0,185,51.4,8962,290
H36642,H,No Failure,47.4,148,299.8,309.7,1368,0,Low Risk,148,299.8,309.7,1368.0,148,47.4,8963,291
H36635,H,No Failure,49.6,129,299.7,309.6,1433,0,Low Risk,129,299.7,309.6,1433.0,129,49.6,8964,292
H36632,H,No Failure,48.7,119,299.9,309.8,1400,0,Low Risk,119,299.9,309.8,1400.0,119,48.7,8965,293
H36610,H,No Failure,42.7,64,300.1,310.1,1426,0,Low Risk,64,300.1,310.1,1426.0,64,42.7,8966,294
H36565,H,No Failure,22.9,165,300.2,309.9,1906,2,Low Risk,165,300.2,309.9,1906.0,165,22.9,8967,295
H36557,H,No Failure,30.8,144,300.3,309.7,1582,0,Low Risk,144,300.3,309.7,1582.0,144,30.8,8968,296
H36556,H,No Failure,41.5,139,300.3,309.7,1452,0,Low Risk,139,300.3,309.7,1452.0,139,41.5,8969,297
H36528,H,No Failure,43.8,69,300.9,310.4,1457,0,Low Risk,69,300.9,310.4,1457.0,69,43.8,8970,298
H36521,H,No Failure,41.2,49,300.9,310.5,1512,0,Low Risk,49,300.9,310.5,1512.0,49,41.2,8971,299
H36517,H,No Failure,30.1,38,300.8,310.3,1777,1,Low Risk,38,300.8,310.3,1777.0,38,30.1,8972,300
H36507,H,No Failure,50.7,12,300.7,310.3,1369,1,Low Risk,12,300.7,310.3,1369.0,12,50.7,8973,301
H36485,H,No Failure,40.6,179,300.7,310.6,1505,1,Low Risk,179,300.7,310.6,1505.0,179,40.6,8974,302
H36474,H,No Failure,35.6,150,300.6,310.4,1479,0,Low Risk,150,300.6,310.4,1479.0,150,35.6,8975,303
H36468,H,No Failure,43.1,134,300.7,310.5,1476,0,Low Risk,134,300.7,310.5,1476.0,134,43.1,8976,304
H36467,H,No Failure,38.7,129,300.7,310.5,1567,0,Low Risk,129,300.7,310.5,1567.0,129,38.7,8977,305
H36466,H,No Failure,42.8,124,300.6,310.4,1510,0,Low Risk,124,300.6,310.4,1510.0,124,42.8,8978,306
H36453,H,No Failure,37.0,91,300.6,310.5,1519,0,Low Risk,91,300.6,310.5,1519.0,91,37.0,8979,307
H36448,H,No Failure,26.2,78,300.6,310.6,1830,1,Low Risk,78,300.6,310.6,1830.0,78,26.2,8980,308
H36439,H,No Failure,44.7,55,300.6,310.6,1448,0,Low Risk,55,300.6,310.6,1448.0,55,44.7,8981,309
H36435,H,No Failure,32.6,43,300.7,310.6,1631,1,Low Risk,43,300.7,310.6,1631.0,43,32.6,8982,310
H36428,H,No Failure,47.7,24,300.5,310.5,1403,0,Low Risk,24,300.5,310.5,1403.0,24,47.7,8983,311
H36420,H,No Failure,39.6,3,300.6,310.6,1419,0,Low Risk,3,300.6,310.6,1419.0,3,39.6,8984,312
H36416,H,No Failure,47.2,201,300.5,310.6,1411,1,Low Risk,201,300.5,310.6,1411.0,201,47.2,8985,313
H36399,H,No Failure,24.8,156,300.8,311.1,1698,2,Low Risk,156,300.8,311.1,1698.0,156,24.8,8986,314
H36395,H,No Failure,32.5,143,300.8,311.2,1612,1,Low Risk,143,300.8,311.2,1612.0,143,32.5,8987,315
H36377,H,No Failure,19.9,99,300.7,311.0,1981,1,Low Risk,99,300.7,311.0,1981.0,99,19.9,8988,316
H36364,H,No Failure,53.1,66,300.7,311.3,1374,1,Low Risk,66,300.7,311.3,1374.0,66,53.1,8989,317
H36354,H,No Failure,44.6,38,300.8,311.4,1453,0,Low Risk,38,300.8,311.4,1453.0,38,44.6,8990,318
H36351,H,No Failure,40.2,28,300.6,311.1,1452,0,Low Risk,28,300.6,311.1,1452.0,28,40.2,8991,319
H36340,H,No Failure,53.4,0,301.1,311.6,1417,1,Low Risk,0,301.1,311.6,1417.0,0,53.4,8992,320
H36328,H,No Failure,28.9,183,300.9,311.3,1668,2,Low Risk,183,300.9,311.3,1668.0,183,28.9,8993,321
H36303,H,No Failure,42.7,121,300.9,311.4,1387,0,Low Risk,121,300.9,311.4,1387.0,121,42.7,8994,322
H36293,H,No Failure,17.0,95,300.8,311.2,2237,1,Low Risk,95,300.8,311.2,2237.0,95,17.0,8995,323
H36292,H,No Failure,35.0,90,300.9,311.2,1518,0,Low Risk,90,300.9,311.2,1518.0,90,35.0,8996,324
H36288,H,No Failure,58.9,77,300.9,311.3,1295,1,Low Risk,77,300.9,311.3,1295.0,77,58.9,8997,325
H36284,H,No Failure,39.2,66,301.0,311.3,1597,0,Low Risk,66,301.0,311.3,1597.0,66,39.2,8998,326
H36275,H,No Failure,16.6,43,301.1,311.3,2207,1,Low Risk,43,301.1,311.3,2207.0,43,16.6,8999,327
H36266,H,No Failure,32.7,19,301.0,311.2,1602,1,Low Risk,19,301.0,311.2,1602.0,19,32.7,9000,328
H36250,H,No Failure,52.8,194,301.1,311.0,1339,2,Medium Risk,194,301.1,311.0,1339.0,194,52.8,9001,329
H36243,H,No Failure,35.7,175,300.9,310.9,1474,1,Low Risk,175,300.9,310.9,1474.0,175,35.7,9002,330
H36228,H,No Failure,44.1,136,300.8,310.6,1465,0,Low Risk,136,300.8,310.6,1465.0,136,44.1,9003,331
H36201,H,No Failure,58.5,68,301.1,310.6,1388,1,Low Risk,68,301.1,310.6,1388.0,68,58.5,9004,332
H36188,H,No Failure,27.3,35,301.2,310.7,1747,1,Low Risk,35,301.2,310.7,1747.0,35,27.3,9005,333
H36182,H,No Failure,39.5,18,301.3,310.8,1434,0,Low Risk,18,301.3,310.8,1434.0,18,39.5,9006,334
H36162,H,No Failure,19.3,180,301.7,311.0,2016,2,Low Risk,180,301.7,311.0,2016.0,180,19.3,9007,335
H36156,H,No Failure,30.0,161,301.7,311.2,1639,2,Low Risk,161,301.7,311.2,1639.0,161,30.0,9008,336
H36152,H,No Failure,50.1,149,301.8,311.1,1463,1,Low Risk,149,301.8,311.1,1463.0,149,50.1,9009,337
H36143,H,No Failure,40.4,124,301.5,310.9,1524,0,Low Risk,124,301.5,310.9,1524.0,124,40.4,9010,338
H36126,H,No Failure,36.4,83,301.4,310.7,1516,0,Low Risk,83,301.4,310.7,1516.0,83,36.4,9011,339
H36114,H,No Failure,50.2,51,301.6,310.9,1419,1,Low Risk,51,301.6,310.9,1419.0,51,50.2,9012,340
H36081,H,No Failure,39.9,201,301.4,310.5,1536,1,Low Risk,201,301.4,310.5,1536.0,201,39.9,9013,341
H36074,H,No Failure,43.8,182,301.4,310.5,1421,1,Low Risk,182,301.4,310.5,1421.0,182,43.8,9014,342
H36066,H,No Failure,35.7,161,301.5,310.4,1580,1,Low Risk,161,301.5,310.4,1580.0,161,35.7,9015,343
H36051,H,No Failure,48.0,124,301.5,310.5,1453,0,Low Risk,124,301.5,310.5,1453.0,124,48.0,9016,344
H36025,H,No Failure,33.8,57,301.5,310.5,1587,0,Low Risk,57,301.5,310.5,1587.0,57,33.8,9017,345
H36020,H,No Failure,44.3,43,301.5,310.5,1538,0,Low Risk,43,301.5,310.5,1538.0,43,44.3,9018,346
H35973,H,No Failure,39.0,143,301.5,310.6,1512,0,Low Risk,143,301.5,310.6,1512.0,143,39.0,9019,347
H35969,H,No Failure,46.7,130,301.5,310.7,1394,0,Low Risk,130,301.5,310.7,1394.0,130,46.7,9020,348
H35963,H,No Failure,44.0,114,301.3,310.6,1527,0,Low Risk,114,301.3,310.6,1527.0,114,44.0,9021,349
H35949,H,No Failure,43.6,78,301.2,310.5,1505,0,Low Risk,78,301.2,310.5,1505.0,78,43.6,9022,350
H35946,H,No Failure,52.0,69,301.2,310.6,1352,1,Low Risk,69,301.2,310.6,1352.0,69,52.0,9023,351
H35945,H,No Failure,26.2,64,301.2,310.7,1656,1,Low Risk,64,301.2,310.7,1656.0,64,26.2,9024,352
H35944,H,No Failure,32.5,59,301.3,310.6,1605,1,Low Risk,59,301.3,310.6,1605.0,59,32.5,9025,353
H35932,H,No Failure,67.9,30,301.0,310.0,1212,1,Low Risk,30,301.0,310.0,1212.0,30,67.9,9026,354
H35930,H,No Failure,40.1,23,301.1,310.0,1470,0,Low Risk,23,301.1,310.0,1470.0,23,40.1,9027,355
H35922,H,No Failure,30.7,2,301.0,310.1,1756,1,Low Risk,2,301.0,310.1,1756.0,2,30.7,9028,356
H35920,H,No Failure,44.1,217,301.0,310.1,1454,1,Low Risk,217,301.0,310.1,1454.0,217,44.1,9029,357
H35912,H,No Failure,19.2,194,300.8,309.9,2041,2,Low Risk,194,300.8,309.9,2041.0,194,19.2,9030,358
H35901,H,No Failure,36.2,166,300.6,309.8,1541,1,Low Risk,166,300.6,309.8,1541.0,166,36.2,9031,359
H35898,H,No Failure,22.5,157,300.6,309.8,1913,2,Low Risk,157,300.6,309.8,1913.0,157,22.5,9032,360
H35887,H,No Failure,50.7,131,300.4,309.5,1547,1,Low Risk,131,300.4,309.5,1547.0,131,50.7,9033,361
H35886,H,No Failure,33.6,126,300.4,309.6,1571,0,Low Risk,126,300.4,309.6,1571.0,126,33.6,9034,362
H35877,H,No Failure,60.4,102,300.5,310.0,1358,1,Low Risk,102,300.5,310.0,1358.0,102,60.4,9035,363
H35876,H,No Failure,44.0,97,300.6,310.0,1483,0,Low Risk,97,300.6,310.0,1483.0,97,44.0,9036,364
H35862,H,No Failure,24.8,64,300.7,310.2,1877,1,Low Risk,64,300.7,310.2,1877.0,64,24.8,9037,365
H35833,H,Tool Wear Failure,46.7,210,300.3,309.9,1394,1,Critical Failure,210,300.3,309.9,1394.0,210,46.7,40,366
H35832,H,No Failure,52.1,205,300.3,309.9,1405,2,Medium Risk,205,300.3,309.9,1405.0,205,52.1,9038,367
H35830,H,No Failure,38.0,198,300.4,310.1,1484,1,Low Risk,198,300.4,310.1,1484.0,198,38.0,9039,368
H35803,H,No Failure,30.1,130,300.3,309.9,1677,1,Low Risk,130,300.3,309.9,1677.0,130,30.1,9040,369
H35802,H,No Failure,46.6,125,300.3,309.9,1509,0,Low Risk,125,300.3,309.9,1509.0,125,46.6,9041,370
H35798,H,No Failure,45.1,113,300.1,309.6,1463,0,Low Risk,113,300.1,309.6,1463.0,113,45.1,9042,371
H35797,H,No Failure,43.8,108,300.2,309.7,1483,0,Low Risk,108,300.2,309.7,1483.0,108,43.8,9043,372
H35789,H,No Failure,32.3,89,300.0,309.6,1629,1,Low Risk,89,300.0,309.6,1629.0,89,32.3,9044,373
H35787,H,No Failure,28.9,82,300.0,309.5,1735,1,Low Risk,82,300.0,309.5,1735.0,82,28.9,9045,374
H35783,H,No Failure,24.9,70,300.0,309.5,1781,1,Low Risk,70,300.0,309.5,1781.0,70,24.9,9046,375
H35758,H,No Failure,47.7,8,300.2,309.8,1374,0,Low Risk,8,300.2,309.8,1374.0,8,47.7,9047,376
H35754,H,Tool Wear Failure,45.9,210,300.5,309.9,1397,1,Critical Failure,210,300.5,309.9,1397.0,210,45.9,41,377
H35745,H,No Failure,47.4,184,300.5,310.0,1495,1,Low Risk,184,300.5,310.0,1495.0,184,47.4,9048,378
H35717,H,No Failure,50.5,114,301.2,310.6,1457,1,Low Risk,114,301.2,310.6,1457.0,114,50.5,9049,379
H35709,H,No Failure,24.9,93,301.1,310.6,1782,1,Low Risk,93,301.1,310.6,1782.0,93,24.9,9050,380
H35707,H,No Failure,44.9,86,301.0,310.4,1512,0,Low Risk,86,301.0,310.4,1512.0,86,44.9,9051,381
H35660,H,No Failure,46.8,182,300.8,310.3,1457,1,Low Risk,182,300.8,310.3,1457.0,182,46.8,9052,382
H35640,H,No Failure,59.3,134,301.3,311.0,1341,1,Low Risk,134,301.3,311.0,1341.0,134,59.3,9053,383
H35636,H,No Failure,25.8,121,301.1,310.8,1792,1,Low Risk,121,301.1,310.8,1792.0,121,25.8,9054,384
H35633,H,No Failure,43.9,111,301.1,310.6,1407,0,Low Risk,111,301.1,310.6,1407.0,111,43.9,9055,385
H35632,H,No Failure,50.6,106,301.0,310.6,1366,1,Low Risk,106,301.0,310.6,1366.0,106,50.6,9056,386
H35605,H,No Failure,22.0,42,301.0,310.9,1916,1,Low Risk,42,301.0,310.9,1916.0,42,22.0,9057,387
H35597,H,No Failure,37.3,21,301.0,310.9,1495,0,Low Risk,21,301.0,310.9,1495.0,21,37.3,9058,388
H35584,H,No Failure,40.1,220,300.8,310.5,1559,1,Low Risk,220,300.8,310.5,1559.0,220,40.1,9059,389
H35580,H,No Failure,40.6,207,300.9,310.7,1403,1,Low Risk,207,300.9,310.7,1403.0,207,40.6,9060,390
H35578,H,No Failure,30.7,200,300.9,310.7,1656,2,Low Risk,200,300.9,310.7,1656.0,200,30.7,9061,391
H35550,H,No Failure,40.6,131,300.9,310.8,1390,0,Low Risk,131,300.9,310.8,1390.0,131,40.6,9062,392
H35545,H,No Failure,37.6,118,301.0,311.0,1640,1,Low Risk,118,301.0,311.0,1640.0,118,37.6,9063,393
H35513,H,No Failure,28.7,39,300.9,310.7,1609,1,Low Risk,39,300.9,310.7,1609.0,39,28.7,9064,394
H35511,H,No Failure,38.4,31,300.9,310.8,1477,0,Low Risk,31,300.9,310.8,1477.0,31,38.4,9065,395
H35475,H,No Failure,29.5,160,301.1,311.1,1618,2,Low Risk,160,301.1,311.1,1618.0,160,29.5,9066,396
H35468,H,No Failure,40.1,142,300.7,310.8,1518,0,Low Risk,142,300.7,310.8,1518.0,142,40.1,9067,397
H35461,H,No Failure,23.6,122,300.9,311.0,1853,1,Low Risk,122,300.9,311.0,1853.0,122,23.6,9068,398
H35428,H,No Failure,32.8,40,300.8,310.8,1618,1,Low Risk,40,300.8,310.8,1618.0,40,32.8,9069,399
H35426,H,No Failure,44.0,33,300.8,310.9,1425,0,Low Risk,33,300.8,310.9,1425.0,33,44.0,9070,400
H35424,H,No Failure,43.4,26,300.7,310.7,1428,0,Low Risk,26,300.7,310.7,1428.0,26,43.4,9071,401
H35414,H,No Failure,43.2,0,300.4,310.2,1431,0,Low Risk,0,300.4,310.2,1431.0,0,43.2,9072,402
H35402,H,No Failure,58.2,204,300.7,310.8,1296,2,Medium Risk,204,300.7,310.8,1296.0,204,58.2,9073,403
H35398,H,No Failure,52.0,193,300.7,310.8,1346,2,Medium Risk,193,300.7,310.8,1346.0,193,52.0,9074,404
H35397,H,No Failure,45.2,188,300.8,310.8,1466,1,Low Risk,188,300.8,310.8,1466.0,188,45.2,9075,405
H35393,H,No Failure,45.3,175,300.6,310.7,1501,1,Low Risk,175,300.6,310.7,1501.0,175,45.3,9076,406
H35390,H,No Failure,51.5,166,300.5,310.6,1378,2,Medium Risk,166,300.5,310.6,1378.0,166,51.5,9077,407
H35389,H,No Failure,28.6,161,300.5,310.7,1654,2,Low Risk,161,300.5,310.7,1654.0,161,28.6,9078,408
H35379,H,No Failure,46.5,137,300.5,310.9,1447,0,Low Risk,137,300.5,310.9,1447.0,137,46.5,9079,409
H35378,H,No Failure,30.5,132,300.5,310.8,1631,1,Low Risk,132,300.5,310.8,1631.0,132,30.5,9080,410
H35377,H,No Failure,36.3,127,300.4,310.7,1656,1,Low Risk,127,300.4,310.7,1656.0,127,36.3,9081,411
H35348,H,No Failure,51.2,58,300.6,310.5,1454,1,Low Risk,58,300.6,310.5,1454.0,58,51.2,9082,412
H35327,H,No Failure,52.3,9,300.7,310.2,1479,1,Low Risk,9,300.7,310.2,1479.0,9,52.3,9083,413
H35323,H,Power Failure,65.3,208,300.7,310.2,1364,2,Critical Failure,208,300.7,310.2,1364.0,208,65.3,91,414
H35321,H,No Failure,46.4,200,300.8,310.4,1419,1,Low Risk,200,300.8,310.4,1419.0,200,46.4,9084,415
H35319,H,No Failure,31.1,193,300.8,310.5,1582,1,Low Risk,193,300.8,310.5,1582.0,193,31.1,9085,416
H35313,H,No Failure,27.7,176,300.9,310.6,1686,2,Low Risk,176,300.9,310.6,1686.0,176,27.7,9086,417
H35301,H,No Failure,41.4,144,301.4,311.1,1445,0,Low Risk,144,301.4,311.1,1445.0,144,41.4,9087,418
H35270,H,No Failure,35.9,71,301.2,310.9,1598,0,Low Risk,71,301.2,310.9,1598.0,71,35.9,9088,419
H35266,H,No Failure,22.3,59,301.2,310.9,1798,1,Low Risk,59,301.2,310.9,1798.0,59,22.3,9089,420
H35223,H,No Failure,36.6,184,301.3,311.0,1580,1,Low Risk,184,301.3,311.0,1580.0,184,36.6,9090,421
H35197,H,No Failure,36.4,120,301.8,311.1,1543,0,Low Risk,120,301.8,311.1,1543.0,120,36.4,9091,422
H35187,H,No Failure,46.8,95,301.6,311.2,1395,0,Low Risk,95,301.6,311.2,1395.0,95,46.8,9092,423
H35177,H,No Failure,39.4,70,301.8,311.2,1451,0,Low Risk,70,301.8,311.2,1451.0,70,39.4,9093,424
H35166,H,No Failure,25.0,43,302.3,311.8,1804,1,Low Risk,43,302.3,311.8,1804.0,43,25.0,9094,425
H35165,H,No Failure,42.8,38,302.3,311.8,1475,0,Low Risk,38,302.3,311.8,1475.0,38,42.8,9095,426
H35163,H,No Failure,62.4,31,302.2,311.8,1330,1,Low Risk,31,302.2,311.8,1330.0,31,62.4,9096,427
H35158,H,No Failure,42.6,16,302.2,311.5,1482,0,Low Risk,16,302.2,311.5,1482.0,16,42.6,9097,428
H35129,H,No Failure,35.8,160,302.2,311.9,1597,1,Low Risk,160,302.2,311.9,1597.0,160,35.8,9098,429
H35124,H,No Failure,46.5,147,302.2,311.7,1413,0,Low Risk,147,302.2,311.7,1413.0,147,46.5,9099,430
H35117,H,No Failure,45.4,130,302.3,311.7,1456,0,Low Risk,130,302.3,311.7,1456.0,130,45.4,9100,431
H35110,H,No Failure,34.6,112,302.5,311.9,1595,0,Low Risk,112,302.5,311.9,1595.0,112,34.6,9101,432
H35098,H,No Failure,36.8,82,302.2,311.6,1594,0,Low Risk,82,302.2,311.6,1594.0,82,36.8,9102,433
H35096,H,No Failure,53.9,74,302.3,311.6,1441,1,Low Risk,74,302.3,311.6,1441.0,74,53.9,9103,434
H35086,H,No Failure,26.2,46,302.1,311.6,1701,1,Low Risk,46,302.1,311.6,1701.0,46,26.2,9104,435
H35085,H,No Failure,37.2,41,302.2,311.6,1534,0,Low Risk,41,302.2,311.6,1534.0,41,37.2,9105,436
H35061,H,No Failure,14.7,198,302.5,311.8,2370,2,Low Risk,198,302.5,311.8,2370.0,198,14.7,9106,437
H35040,H,No Failure,32.5,148,302.7,312.1,1603,1,Low Risk,148,302.7,312.1,1603.0,148,32.5,9107,438
H35028,H,No Failure,28.8,117,303.0,312.2,1624,1,Low Risk,117,303.0,312.2,1624.0,117,28.8,9108,439
H34990,H,No Failure,43.4,23,302.4,312.0,1457,0,Low Risk,23,302.4,312.0,1457.0,23,43.4,9109,440
H34989,H,No Failure,39.7,18,302.4,312.0,1477,0,Low Risk,18,302.4,312.0,1477.0,18,39.7,9110,441
H34970,H,No Failure,42.0,179,302.5,312.0,1357,1,Low Risk,179,302.5,312.0,1357.0,179,42.0,9111,442
H34966,H,No Failure,35.7,167,302.5,312.0,1579,1,Low Risk,167,302.5,312.0,1579.0,167,35.7,9112,443
H34965,H,No Failure,47.3,162,302.4,311.9,1366,1,Low Risk,162,302.4,311.9,1366.0,162,47.3,9113,444
